3067410, 1802470, 1866070, 1881920, 1855110, 2002180
3727490, 1961180, 1844810, 3398260, 3746380, 3061780
3035280, 1716380, 1859880, 1872140, 1913110, 3086230
2906310, 1798210, 1865070, 1856860, 1874650, 2687460
3057850, 1708790, 3031440, 1861350, 1865540, 1881570
1903550, 3556300, 1860190, 1891850, 1858830, 3741260
2838230, 3616420, 3185070, 2940490, 1862430, 1981120
3835090, 2813510, 3844640, 1878930, 1864470, 1996700
1878070, 1898700, 3009260, 3821460, 1985090, 1864230
3100150, 1910720, 1872990, 1853670, 1877370, 3668440
1899800, 1923160, 1863650, 3660390, 3573800, 3636620
3727910, 29799490, 2956800, 1837460, 26902970, 1829640
3036810, 1700400, 31180930, 2932210, 1842670, 28533350
1866980, 3670080, 1857390, 1976020, 3665610, 3042400
1880620, 3688020, 2975140, 1840680, 3708380, 1988180
4067670, 2938660, 1859260, 1831790, 3722480, 1839590
2996980, 1852320, 3765670, 3666650, 1847810, 3123040
2826970, 1658690, 3612820, 3070170, 1856020, 3813490
1855500, 3612710, 2926380, 1834260, 3824620, 2881600
1891360, 2904670, 27772800, 1872820, 2447910, 2845590
3868820, 2809970, 1837730, 3703350, 1861860, 2918790
2951820, 1706360, 3645430, 3141330, 1878610, 2943480
1878370, 1727590, 1876070, 2957670, 1852390, 3005110
3756150, 2986810, 1838420, 2976910, 1856030, 3747020
1871820, 3603440, 1845540, 1983990, 2913970, 1844940
3126960, 1699090, 1870200, 2914020, 28808890, 2332160
3728650, 2695350, 1854670, 3874870, 2945220, 1865480
1888540, 1754070, 3608890, 2958710, 1848840, 2966230
3764430, 2988480, 1852000, 3010690, 3028690, 3743140
1864010, 1793020, 2996490, 3886560, 2039370, 3745020
1866940, 1813220, 2884370, 1841960, 27348980, 3002440
1881430, 2933860, 552399070, 2784780, 1920630, 2908000
3670120, 2753490, 1974960, 3679020, 3718890, 2970570
3653640, 2787450, 1938270, 2075480, 1844950, 4021850
3672280, 2862000, 1853880, 1855170, 1854780, 3686970
2053700, 3709360, 2917160, 2961720, 3866820, 2917630
3855580, 2827450, 1854200, 3687720, 3090640, 1852180
2909380, 3584690, 1859150, 3666090, 1981980, 1850390
1901890, 3512510, 3772760, 3112760, 3759490, 2960810
3852890, 2928110, 3640060, 1874980, 2994080, 1853920
2928140, 1710860, 3891830, 2954820, 1856240, 3840740
1884840, 1803340, 2971770, 3178620, 1863910, 1867860
3596270, 2887850, 1850060, 3732530, 1864280, 2995590
1891490, 2996270, 3895840, 2963000, 1863540, 3713980
2954030, 3575590, 2982750, 1995280, 3760010, 1860790
3076350, 1669560, 1986250, 1875220, 3762250, 1847160
3793250, 2757130, 1860420, 3806520, 2998120, 1853270
1876070, 1741300, 1879710, 2967230, 1844710, 2864540
3887190, 2817380, 1851060, 3544250, 1835420, 1853120
3054020, 1713050, 3666550, 3125190, 1856400, 1850970
3116810, 1709340, 3764290, 1870900, 1858910, 1845320
2987600, 1706830, 25132940, 3016190, 1961930, 1879000
3127450, 1709280, 3938080, 1876690, 1847210, 2001330
2941010, 1762550, 3684920, 3048280, 3625550, 1873890
1999130, 1795300, 2849130, 3352400, 3886910, 2990780
3695520, 2954880, 1851010, 2919980, 1846160, 3859140
3736990, 1741930, 1856330, 3896850, 2951270, 3293420
3632560, 1755580, 2858850, 1848720, 2928340, 3813200
1874660, 27866440, 1855210, 3808710, 3121210, 3679730
2760980, 3568340, 2037320, 3899570, 1857150, 1849790
2932780, 3585620, 1861490, 1996560, 1998820, 3752360
3645330, 2843450, 1857000, 3874000, 1977550, 3763790
1875890, 1809730, 2923920, 1973060, 1859530, 1982820
3005180, 1843910, 3891210, 2849690, 1840450, 3851160
3619700, 2923180, 1853080, 1886960, 3856870, 1848880
