[opening libjsodium... OK]
*** MATRIX SQUARING TEST ***
1, 1533610, 3057200
1, 237770, 151180
1, 224930, 147850
1, 259430, 143110
1, 222980, 142570
1, 223730, 144940
1, 222910, 143920
1, 219740, 140200
1, 224090, 142200
1, 222010, 143210
1, 225410, 140860
1, 1283650, 153110
1, 235290, 140940
1, 220900, 146310
1, 217360, 142690
1, 220790, 142390
1, 219340, 141270
1, 219760, 143080
1, 220700, 141430
1, 223350, 143020
1, 219520, 143880
1, 223100, 141530
1, 222790, 143610
1, 222060, 141630
1, 219880, 141780
1, 245900, 143040
1, 229700, 143080
1, 351470, 146180
1, 226050, 143120
1, 222680, 142710
1, 350100, 147910
1, 222110, 141030
1, 225410, 142520
1, 224010, 141770
1, 225230, 141520
1, 225730, 142120
1, 220120, 143750
1, 2096450, 153260
1, 229530, 143390
1, 452050, 149910
1, 223190, 1242520
1, 236800, 142130
1, 223020, 143520
1, 225800, 142750
1, 226010, 142440
1, 223980, 141010
1, 228070, 142750
1, 223540, 141370
1, 223040, 277560
1, 2215840, 157210
1, 343210, 145520
1, 225000, 140510
1, 224920, 141670
1, 237670, 141150
1, 224830, 141520
1, 223300, 141850
1, 1178520, 147250
1, 227800, 144460
1, 221340, 143070
1, 262840, 143090
1, 228730, 141680
1, 1206150, 150910
1, 229420, 142470
1, 221730, 142100
1, 224240, 144450
1, 223980, 141920
1, 224840, 141400
1, 220980, 141600
1, 223960, 142420
1, 222620, 142350
1, 222970, 142500
1, 220730, 143800
1, 224690, 142850
1, 225080, 143170
1, 223470, 140350
1, 223670, 144420
1, 224300, 142030
1, 225020, 142660
1, 226430, 143690
1, 227030, 143280
1, 225880, 141980
1, 222750, 140670
1, 221770, 143300
1, 223890, 141120
1, 223280, 140710
1, 220950, 140960
1, 224260, 143510
1, 225060, 142350
1, 225010, 142960
1, 221370, 143810
1, 222310, 141710
1, 259970, 144290
1, 364530, 148890
1, 228550, 142630
1, 223970, 142080
1, 224380, 1396370
1, 225350, 1864010
1, 228280, 142960
1, 223480, 139000
1, 233370, 143230
2, 280570, 379040
2, 283790, 372010
2, 284130, 2398550
2, 285720, 376890
2, 301590, 379770
2, 1290490, 355390
2, 377800, 346800
2, 253150, 348210
2, 2226730, 363530
2, 253170, 345880
2, 252270, 484680
2, 251630, 345620
2, 265580, 344920
2, 251080, 346150
2, 253620, 344700
2, 256980, 344750
2, 259040, 344810
2, 254490, 347290
2, 257030, 470800
2, 253960, 346270
2, 252700, 343670
2, 252020, 346440
2, 2018880, 358600
2, 290200, 344080
2, 256000, 345770
2, 264230, 345990
2, 251620, 347310
2, 251760, 346620
2, 253120, 344160
2, 253760, 343180
2, 252090, 345580
2, 252400, 346540
2, 252450, 345660
2, 251280, 346620
2, 252410, 346590
2, 253290, 347130
2, 252920, 2311680
2, 256210, 344510
2, 253250, 347550
2, 251080, 2448490
2, 248390, 343980
2, 377900, 359930
2, 251300, 345830
2, 256440, 343600
2, 2312310, 355680
2, 249840, 346070
2, 255250, 345340
2, 253410, 344780
2, 2047790, 361340
2, 259220, 346420
2, 248200, 1434400
2, 253700, 344380
2, 251930, 345470
2, 253330, 2254440
2, 257360, 344310
2, 288930, 345980
2, 252030, 346120
2, 279710, 347590
2, 250460, 344760
2, 255030, 1520130
2, 250540, 344420
2, 251530, 345720
2, 255600, 344890
2, 254130, 344070
2, 252620, 344600
2, 253950, 346340
2, 2087450, 484640
2, 248750, 346450
2, 252230, 347650
2, 251540, 345560
2, 253810, 348060
2, 253000, 26780440
2, 256680, 345920
2, 251610, 345420
2, 253870, 346170
