4114030, 3227240, 4599500, 4436940, 3915160, 4849170
2108450, 2437940, 2477700, 2751531, 2735490, 4158740
2135570, 3216021, 4391600, 3716860, 3885760, 4740870
2084191, 2484880, 4361749, 3872710, 4648270, 4059890
2104620, 3457899, 3509371, 2616410, 3975301, 4403600
2133090, 3484391, 4895250, 4542740, 2735409, 4099030
3151701, 3984070, 3636380, 2637061, 3715570, 4720401
2128090, 2177050, 4414360, 3552250, 3809310, 4717370
4316050, 3408760, 3562700, 4570970, 4559950, 4048730
2115140, 3474650, 3645900, 2619620, 4044429, 4802420
2090200, 2240760, 2482030, 4816001, 4353750, 4484541
3452690, 4051130, 4061310, 4331310, 3773609, 4943440
3292370, 4206320, 3640610, 2583370, 2723940, 4696520
4185390, 2204380, 2809410, 3791091, 4795899, 4072040
3862420, 3302130, 3477811, 27313240, 2717709, 4854480
3954189, 3410179, 2474000, 2611280, 2725899, 2999841
4002790, 3513531, 4292170, 3754540, 4791019, 2977181
3330370, 2453150, 2512940, 3762820, 4659010, 3824920
2104600, 2184389, 4483610, 4375440, 3937290, 4787771
2067280, 3972230, 3652789, 4517930, 3840611, 4734090
2083519, 28363890, 2616619, 2611510, 2727180, 4043540
3385921, 2166590, 3493300, 4618810, 4037800, 4691510
3099479, 4130910, 2496160, 4381491, 2755941, 4139890
2086601, 2220319, 2476270, 4635520, 3837470, 4794810
32881999, 2377899, 4331061, 3751840, 4619721, 2871370
4178641, 3449880, 4384330, 4725919, 2717970, 4702751
3990500, 3464790, 3436500, 4495720, 3927000, 2876119
4075080, 3368610, 29911069, 2620161, 3793251, 27435911
4010890, 3314360, 4441580, 3608050, 4671990, 4080979
3245900, 3965910, 2718271, 2748729, 2736891, 2958690
3779110, 3955500, 2482829, 4391579, 3912851, 4592291
3119810, 4130470, 4366759, 4426311, 4006390, 30315340
2193950, 2209711, 3675041, 3670000, 4690740, 4140730
3120480, 4068029, 2494999, 2595750, 2962240, 2824870
3218469, 28655081, 4233251, 3706140, 26062760, 3924159
2242691, 2163559, 30095490, 3649571, 4562901, 4825781
2210730, 4100619, 3758610, 4339980, 3880491, 5044230
3929219, 3235049, 4383930, 3856340, 3851520, 2853540
3338811, 4133310, 3498320, 4460870, 4022250, 2850690
3310779, 2138260, 3514339, 2731810, 4631730, 4916050
3921181, 3307180, 2479760, 2770149, 4877980, 4784849
2070241, 3508980, 4716540, 3594300, 4678960, 4073620
2103590, 3252900, 4436790, 3660109, 4642521, 4113149
2100250, 2178150, 4270510, 3889900, 4580400, 3931300
2102181, 2182811, 3744470, 4531249, 4018661, 4802370
3223800, 4030599, 4479750, 4219979, 4571759, 4648891
2076509, 2208400, 2472880, 3749151, 2866600, 2852371
3812369, 3309669, 4320459, 2623779, 4726139, 5050031
4230080, 2198931, 2502060, 4782011, 2910170, 2962779
4521911, 4293731, 5159240, 4627051, 5414000, 5390760
4082589, 4789619, 2534460, 4545450, 4690860, 6914990
4771489, 4211149, 4466600, 3760380, 2722410, 3914149
4022950, 3318849, 3687750, 2610660, 4697690, 4742120
2081041, 4173530, 3639540, 2620290, 4081199, 4974580
3955150, 3311160, 2478341, 2610860, 3888170, 4719220
28163380, 2390790, 4496089, 3785229, 3941519, 5003240
2109319, 2168711, 4459260, 3723569, 4563489, 4083841
3428380, 4130310, 3652139, 2586591, 4627490, 4738980
2203970, 2208299, 2602889, 3787630, 4897449, 4012861
3967090, 3375580, 4552820, 4470019, 3924589, 4918491
4013489, 2204460, 3554621, 4541429, 3711839, 4796329
3199260, 25561270, 2482629, 4621669, 4601641, 3983580
2107109, 3559370, 3514829, 3736140, 4988059, 4726929
4081830, 3339681, 4519420, 3783490, 4685220, 3992500
4280440, 3399330, 4377410, 4526491, 3848220, 5263071
2132450, 3221360, 4463019, 3793659, 2845861, 4880911
4026070, 2219360, 2494961, 2614880, 3977650, 3955519
3260899, 2289091, 3425160, 2620680, 4602539, 3923099
2111140, 2306889, 23476501, 2728351, 4648651, 2844260
3179761, 2315049, 4309481, 4490381, 3925021, 4833320
3952550, 3195730, 2489979, 4677530, 4000769, 4759331
4657501, 3345990, 7038780, 3875600, 3811349, 4835089
30555839, 3136179, 4493410, 3743831, 4672250, 4032751
3381700, 2158130, 3491510, 2593511, 4790721, 3839480
2214649, 2177940, 4570211, 4407340, 3950010, 29131990
4098649, 3331610, 4583119, 3572870, 2715969, 2976750
3956079, 3202931, 4445990, 3853960, 4638581, 3955609
4091050, 3303279, 5171019, 3887069, 29115429, 4963130
2213191, 4322451, 4306070, 2616611, 2838440, 3850331
2092710, 2173790, 4408760, 3618950, 4550150, 3991270
3565761, 3363891, 4509461, 3890401, 3873650, 2844299
2081249, 31575749, 3628809, 4555830, 2728619, 4815870
4249921, 3417600, 4281240, 3643760, 4745680, 2963570
3258090, 4073800, 3809500, 2742020, 3858040, 4733970
2083970, 4146440, 3676649, 25950759, 3776389, 4841620
2229559, 3361030, 3622330, 4441850, 4628640, 4954220
3861930, 3178369, 2476269, 4555699, 2743181, 4702130
2077180, 2458359, 4451821, 2600790, 2851889, 2864401
2109259, 3998610, 3616590, 2604700, 4583079, 4790350
2072640, 4153279, 3729729, 2627670, 3766350, 4928920
2251749, 4079900, 3800281, 4660019, 4710140, 4431699
3330509, 31123460, 3553629, 4645579, 3682390, 2830549
3181291, 4428690, 3596219, 4776550, 3935760, 3903830
4032630, 3301000, 4619400, 3774149, 4711439, 4014170
3201730, 2146790, 2609810, 2601410, 3789680, 2842871
2090429, 4023430, 3547471, 2604239, 3741550, 4710220
2070240, 4169841, 4450201, 3789430, 4718999, 2878500
4078579, 3445191, 31314889, 3755160, 4807379, 3903181
3891680, 3326850, 4484159, 3595090, 4677301, 4157980
3170780, 3967660, 3730930, 4591180, 4545201, 2979451
27140359, 2364230, 4484900, 3764290, 30954821, 4930199
2109660, 3381451, 4430329, 3804010, 2750410, 3845110
3261450, 4112730, 3619791, 2744560, 4298749, 2846639
3194790, 4144979, 4306250, 4452419, 3983170, 3893589
3894910, 3260840, 4553540, 4530750, 2738719, 2849610
2219540, 4029940, 3707760, 4692019, 2754200, 2978590
3434620, 27886240, 4561860, 3804999, 30444751, 3957220
2102730, 3390200, 4275140, 4591830, 3887110, 3967950
3968850, 3464140, 4470830, 3602110, 4666490, 4186660
3329750, 4105110, 3748420, 31196469, 3852600, 4866200
2093720, 3991640, 3565180, 2716080, 3769690, 4790850
2067840, 4210960, 4447760, 3791939, 4670950, 3992160
3914720, 3285481, 31401099, 2632900, 4699140, 4575760
2221371, 2234620, 3757090, 3643430, 4750530, 4050371
3094350, 2295300, 2517510, 3699060, 4546760, 3896321
4045840, 3371420, 4403690, 3758250, 30195551, 4879780
2357639, 27836439, 4530781, 3786599, 31425550, 3916400
3248020, 2152710, 4307840, 3628300, 4721140, 3921590
2113530, 2197550, 4378310, 2611130, 4610511, 4114030
2206710, 2516460, 4547260, 3620010, 4770720, 4094620
2240480, 2174550, 4276860, 3825480, 4583289, 3937260
2086271, 2166000, 2507210, 3710380, 4665349, 4640141
2079130, 4194869, 3801700, 4588550, 4040220, 33240090
4110400, 3276640, 2459340, 4418420, 3777940, 5059080
2769690, 2331531, 3637800, 4522530, 4558300, 3991609
3320320, 2386090, 4362520, 3754750, 29422020, 4598650
4079070, 2191420, 4343340, 3829260, 4980360, 4797590
2224810, 4155210, 3780229, 3652439, 4616940, 4140170
3820960, 3288370, 2474890, 4505270, 2722050, 4748340
4205310, 3442020, 4418530, 2614910, 2721830, 4003780
4014790, 3505899, 4059390, 4329660, 4453520, 2859860
2287100, 2314340, 3581890, 4605020, 3990790, 4776500
4283480, 3392900, 2625730, 4488479, 3829850, 2858330
3961449, 3425820, 2463170, 3659150, 4673561, 4065590
3256290, 4021290, 3621750, 28895790, 2732831, 4877061
30398370, 2233230, 4453650, 3779170, 4316410, 4456190
3773060, 2328430, 2486660, 4716001, 2732510, 3868570
4008360, 3332710, 29014840, 3677220, 2709610, 27244830
4019540, 3410670, 4456070, 2604890, 4658130, 3984440
3806690, 3363670, 4565910, 3769020, 3870780, 4763190
2219110, 28158060, 4664070, 3913850, 29114480, 2988640
3372410, 4214750, 2484410, 4450930, 3957560, 4606940
2073940, 4004690, 3710490, 4492610, 3854400, 4938150
3971180, 3306270, 4435670, 3948020, 4613040, 4136640
2092100, 4098980, 3659710, 4544030, 2720100, 4693380
2071350, 2337610, 4346540, 3741510, 2720500, 3838220
3619410, 3442810, 3682200, 4505370, 4015650, 4750450
2073990, 4245390, 4283830, 3742850, 4725860, 2847120
3291290, 2154970, 2599460, 4573820, 3823690, 4934270
2219610, 4039510, 3676810, 4521280, 2751590, 3900960
3426540, 28436720, 2510850, 3833030, 32944340, 4730980
2072040, 4339390, 3616580, 4499730, 3984610, 4807370
2207140, 2206570, 3770280, 3721470, 4726790, 4049830
3157140, 2157640, 4452640, 3661400, 2705660, 4135610
3865610, 3210180, 4432720, 2613620, 4548890, 4071540
2091510, 3460570, 4396660, 3825830, 26402310, 3917890
2083340, 2317100, 30174510, 3775110, 4611600, 5193900
2090460, 4232490, 3635710, 3750840, 4525100, 4180140
3144020, 3961030, 2487650, 3831760, 4431260, 4013370
3993760, 3384060, 4337620, 3719120, 28796980, 4750810
2073120, 2368780, 4484700, 4553410, 3861660, 3949010
3931570, 3400810, 3645130, 4393680, 3911410, 4635880
3077250, 4140560, 3793120, 4441970, 3977010, 4890360
3874710, 2196620, 3687380, 27267340, 3724580, 4858330
30418890, 3202490, 4455840, 3717240, 4152910, 4056360
3397920, 2168840, 2612380, 4545190, 3903000, 3882180
3920010, 3363480, 4621340, 2624460, 3904080, 4869080
2223630, 3270150, 4432140, 3815850, 4658700, 3960780
28088550, 3987450, 3649850, 2591600, 2882680, 3981270
4288950, 3439960, 2497100, 3843870, 4821330, 3937600
2097300, 3373010, 4520740, 3659730, 4685060, 4140850
2231010, 4211800, 3765140, 30011500, 3866080, 4753030
2082680, 4238440, 2487090, 4619310, 2729390, 4604910
2074470, 2347860, 4459360, 2616330, 2855230, 3869860
3902540, 3345990, 28737900, 2606660, 4708820, 4051940
2094100, 2171270, 4450320, 2734070, 4696210, 4021120
3089290, 4058090, 2483920, 4707100, 3786110, 4880350
2339320, 2228970, 3546090, 26156360, 3891860, 4735680
3184780, 2275530, 4409720, 3800010, 3772300, 4783940
2066030, 4167890, 2484180, 4601250, 3957190, 2990430
4097640, 3326020, 2468250, 4473750, 3814630, 26136800
2203720, 2222240, 3712920, 29883880, 3860980, 4745210
4148160, 3256220, 2474720, 6932250, 4351440, 4477610
3767160, 33923520, 4206850, 2626610, 4598810, 4092420
3406730, 2178390, 3655680, 3703280, 29629740, 3942880
2087440, 3299910, 2503880, 3722330, 4867860, 4624170
2086010, 4286190, 3454200, 4466390, 4071150, 4788090
3093910, 4019470, 2619330, 2602470, 3882220, 4741620
28256010, 3381690, 3628030, 4618230, 4563050, 3962370
4111940, 3388810, 4172450, 3658110, 4793160, 3956570
3384860, 2159110, 4534880, 2601300, 4687650, 4084530
3256650, 4045380, 3681650, 2798190, 2957230, 2844370
3245150, 4217420, 3696440, 4492510, 3856670, 4904570
3175380, 3939480, 3567830, 2707390, 3939560, 2839810
4057210, 3371450, 2593760, 2627800, 4834910, 2860910
4061060, 3489480, 2483500, 4390670, 3989510, 3887570
3973630, 3323350, 4520820, 4455020, 2989090, 3035140
2086920, 4184870, 3561810, 29618000, 4038910, 2839330
2229380, 2238580, 3715250, 4788430, 4652780, 4089200
4166020, 3428270, 3567620, 2607100, 4726480, 4623670
2077010, 4281780, 3731220, 4490930, 2718190, 27949850
3939130, 3455970, 4756680, 2743890, 4554770, 4109780
2100070, 3296810, 4303370, 3909960, 4672020, 4106920
4113430, 3417560, 2492380, 4585250, 3896160, 4009000
3955740, 3420680, 3555770, 2605050, 4788540, 5122700
3109510, 4296000, 3683290, 4515690, 3862010, 4184980
2251360, 3280380, 4461800, 3902830, 4744820, 4132230
2104440, 3284780, 4346630, 3004750, 4663300, 2836180
4011230, 3406060, 2477730, 4584690, 4581150, 4087830
4234050, 3365520, 4311590, 2753270, 2722990, 3914220
3928260, 3424870, 28847130, 2596760, 4822210, 2845200
2074100, 4216660, 3618130, 3797710, 3884500, 4883720
4203290, 3194020, 4424380, 3909960, 4505570, 3943270
3302490, 2288900, 3606010, 2822460, 4605610, 3929640
2094670, 3396550, 26800670, 3609680, 4695470, 4632230
3949020, 2332080, 2476110, 3720520, 4581470, 4054940
3161460, 2300150, 2509210, 2608360, 3798370, 2966220
3213180, 28804150, 4158140, 3819930, 26153690, 3888250
3272560, 2153210, 3383830, 4491920, 4038850, 4578820
2095450, 4105380, 3723380, 4957800, 3978100, 4858810
2079020, 2374550, 3566260, 27296700, 2843060, 4786890
29980920, 3320800, 4369600, 2623830, 4592510, 3042340
4500840, 3310500, 2630060, 4282080, 2868280, 4731290
4143390, 2200070, 4363730, 2741530, 2704420, 4082380
2100480, 2184660, 3576860, 2590590, 4581700, 4778270
2076940, 4192800, 3701360, 4027520, 3769550, 4854200
2104000, 3992200, 3568670, 2737090, 3884790, 4703050
2071040, 27974490, 4406860, 3884740, 29892590, 3998030
2112800, 3506300, 4393330, 3750280, 2868350, 3796880
3170100, 2157230, 4501920, 4414790, 3941680, 4772920
4160120, 3250170, 4355260, 3912560, 2722070, 4810270
26128040, 2390650, 4391490, 3786160, 34724860, 4753580
3258580, 4169740, 2492000, 4514730, 3881190, 4632270
4233040, 2205110, 2596810, 3617300, 4568060, 4104660
2217800, 2180080, 4509290, 3815780, 4607540, 3953610
2085480, 2169560, 4479050, 3767120, 4469250, 4037440
2101150, 2195480, 3511000, 4559310, 3955290, 4755440
